number,district,address,amount
15.104,Приморский ,"Ланское ш., д.24, к.5",3
15.105,Приморский ,"Ланское ш., д.8",3
15.106,Приморский ,"Лисий Нос, Морской пр., д.3",12
15.107,Приморский ,"Лыжный пер., д.3",2
15.108,Приморский ,"Льва Мациевича пл., д.4",2
15.109,Приморский ,"Маршала Новикова ул., д.1, к.3",9
15.110,Приморский ,"Маршала Новикова ул., д.8, к.2",4
15.111,Приморский ,"Матроса Железняка ул., д.25",7
15.112,Приморский ,"Мебельная ул., д.25, к.1",18
15.113,Приморский ,"Мебельная ул., д.45, к.1",2
15.114,Приморский ,"Мебельная ул., д.45, к.2",2
15.115,Приморский ,"Мебельная ул., д.47",2
15.116,Приморский ,"Новоколомяжский пр., д.11",2
15.117,Приморский ,"Новоколомяжский пр., д.4",2
15.118,Приморский ,"Новоколомяжский пр., д.8",14
15.119,Приморский ,"Ольховая ул., д.18",10
15.120,Приморский ,"Ольховая ул., д.2",18
15.121,Приморский ,"Ольховая ул., д.6",18
15.122,Приморский ,"Омская ул., д.17",14
15.123,Приморский ,"Омская ул., д.9",4
15.124,Приморский ,"Оптиков ул., д.31, к.2",4
15.125,Приморский ,"Оптиков ул., д.33, к.1",2
15.126,Приморский ,"Оптиков ул., д.34, к.2",1
15.127,Приморский ,"Оптиков ул., д.35, к.1",2
15.128,Приморский ,"Оптиков ул., д.50, к.2",4
15.129,Приморский ,"Оптиков ул., д.52, к.1",7
15.130,Приморский ,"Оптиков ул., д.52, к.2",3
15.131,Приморский ,"Оскаленко ул., д.18",18
15.132,Приморский ,"Парашютная ул., д.22",1
15.133,Приморский ,"Парашютная ул., д.56, к.1",2
15.134,Приморский ,"Парашютная ул., д.56, к.3",1
15.135,Приморский ,"Планерная ул., д.49",5
15.136,Приморский ,"Планерная ул., д.63, к.1",1
15.137,Приморский ,"Планерная ул., д.73, к.1",4
15.138,Приморский ,"Поликарпова алл., д.7",4
15.139,Приморский ,"Поликарпова аллея, д.2",2
15.140,Приморский ,"Поликарпова аллея, д.3",2
15.141,Приморский ,"Поликарпова аллея, д.3, к.2",2
15.142,Приморский ,"Поликарпова аллея, д.7",2
15.143,Приморский ,"Поликарпова аллея, д.8",2
15.144,Приморский ,"Приморский пр., д. 74",3
15.145,Приморский ,"Приморский пр., д.143, к.3",4
15.146,Приморский ,"Приморский пр., д.157, к.3",4
15.147,Приморский ,"Приморский пр., д.35",5
15.148,Приморский ,"Приморский пр., д.37",6
15.149,Приморский ,"Приморский пр., д.63",3
15.150,Приморский ,"Репищева ул., д. 1, 1А",3
15.151,Приморский ,"Савушкина ул., д. 141",2
15.152,Приморский ,"Савушкина ул., д.111, к.2",4
15.153,Приморский ,"Савушкина ул., д.128, к.1",3
15.154,Приморский ,"Савушкина ул., д.139",7
15.155,Приморский ,"Савушкина ул., д.140 ",5
15.156,Приморский ,"Савушкина ул., д.16",7
15.157,Приморский ,"Савушкина ул., д.24",2
15.158,Приморский ,"Савушкина ул., д.49",4
15.159,Приморский ,"Савушкина ул., д.61",2
15.160,Приморский ,"Сердобольская ул., д.50",5
15.161,Приморский ,"Серебристый бул., д.13, к.1",3
15.162,Приморский ,"Серебристый бул., д.14, к.1",18
15.163,Приморский ,"Серебристый бул., д.14, к.2",18
15.164,Приморский ,"Серебристый бул., д.23, к.2",9
15.165,Приморский ,"Сестрорецкая ул., д.7",4
15.166,Приморский ,"Сизова пр., д.15",1
15.167,Приморский ,"Сизова пр., д.17",3
15.168,Приморский ,"Сизова пр., д.25",1
15.169,Приморский ,"Сизова пр., д.30, к.1",7
15.170,Приморский ,"Сизова пр., д.32, к.3",7
15.171,Приморский ,"Ситцевая ул., д.15",4
15.172,Приморский ,"Стародеревенская ул., д.20, к.3",5
15.173,Приморский ,"Торжковская ул., д. 3",3
15.174,Приморский ,"Торжковская ул., д.1",3
15.175,Приморский ,"Торжковская ул., д.13",3
15.176,Приморский ,"Торжковская ул., д.15",5
15.177,Приморский ,"Торжковская ул., д.30",4
15.178,Приморский ,"Торжковская ул., д.30А",4
15.179,Приморский ,"Торжковская ул., д.6",3
15.180,Приморский ,"Туристская ул., д.8, к.4",5
15.181,Приморский ,"Уточкина ул., д.8",2
15.182,Приморский ,"Ушаковская наб., д.9, к.1",15
15.183,Приморский ,"Чёрной Речки наб., д.12",4
15.184,Приморский ,"Чёрной Речки наб., д.18",4
15.185,Приморский ,"Черной Речки наб., д.31",3
15.186,Приморский ,"Черной Речки наб., д.8",3
15.187,Приморский ,"Шаврова ул., д.5, к.1",6
15.188,Приморский ,"Школьная ул., д.1",2
15.189,Приморский ,"Школьная ул., д.114, к.3",3
15.190,Приморский ,"Школьная ул., д.116, к.1",16
15.191,Приморский ,"Школьная ул., д.128, к.2",4
15.192,Приморский ,"Школьная ул., д.13",4
15.193,Приморский ,"Школьная ул., д.16",9
15.194,Приморский ,"Школьная ул., д.19",4
15.195,Приморский ,"Школьная ул., д.66",4
15.196,Приморский ,"Школьная ул., д.68",5
15.197,Приморский ,"Школьная ул., д.8",4
15.198,Приморский ,"Щербакова ул., д.18",4
15.199,Приморский ,"Яхтенная ул., д.33, к.3",4
15.200,Приморский ,"Яхтенная ул., д.6, к.1",2
16.1,Пушкинский,"г. Пушкин, Ленинградская ул., д. 83, лит. Б",10
16.2,Пушкинский,"Павловск, Детскосельская ул., д.1",5
